,Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,team0Win,team0,team1,TourneyGame
172,2005,139,1301,65,1163,62,N,0,1,1301,1163,1
173,2005,139,1314,92,1235,65,N,0,0,1235,1314,1
174,2005,139,1329,85,1356,77,N,0,1,1329,1356,1
175,2005,139,1437,76,1196,65,N,0,0,1196,1437,1
176,2005,139,1458,71,1137,62,N,0,1,1458,1137,1
177,2005,143,1112,79,1329,78,N,0,0,1329,1112,1
178,2005,143,1228,77,1454,63,N,0,0,1454,1228,1
179,2005,143,1257,93,1449,79,N,0,0,1449,1257,1
180,2005,143,1452,65,1403,60,N,0,1,1452,1403,1
181,2005,144,1246,62,1428,52,N,0,0,1428,1246,1
182,2005,144,1277,78,1181,68,N,0,1,1277,1181,1
183,2005,144,1314,67,1437,66,N,0,0,1437,1314,1
184,2005,144,1458,65,1301,56,N,0,1,1458,1301,1
185,2005,145,1228,90,1112,89,N,1,0,1112,1228,1
186,2005,145,1257,93,1452,85,N,1,0,1452,1257,1
187,2005,146,1277,94,1246,88,N,2,0,1246,1277,1
188,2005,146,1314,88,1458,82,N,0,0,1458,1314,1
189,2005,152,1228,72,1257,57,N,0,0,1257,1228,1
190,2005,152,1314,87,1277,71,N,0,1,1314,1277,1
191,2005,154,1314,75,1228,70,N,0,0,1228,1314,1
192,2006,134,1284,71,1214,49,N,0,0,1214,1284,1
193,2006,136,1104,90,1266,85,N,0,1,1104,1266,1
194,2006,136,1130,88,1334,76,N,2,0,1334,1130,1
195,2006,136,1181,70,1380,54,N,0,0,1380,1181,1
196,2006,136,1196,76,1375,50,N,0,0,1375,1196,1
197,2006,136,1203,88,1423,85,N,1,1,1203,1423,1
198,2006,136,1211,79,1462,75,N,0,0,1462,1211,1
199,2006,136,1228,78,1102,69,N,0,0,1102,1228,1
200,2006,136,1231,87,1361,83,N,0,1,1231,1361,1
201,2006,136,1261,80,1233,64,N,0,0,1233,1261,1
202,2006,136,1285,87,1305,79,N,0,1,1285,1305,1
203,2006,136,1397,63,1457,61,N,0,0,1457,1397,1
204,2006,136,1401,66,1393,58,N,0,0,1393,1401,1
205,2006,136,1417,78,1125,44,N,0,1,1417,1125,1
206,2006,136,1449,75,1429,61,N,0,1,1449,1429,1
207,2006,136,1454,82,1328,74,N,0,0,1328,1454,1
208,2006,136,1455,86,1371,66,N,0,0,1371,1455,1
209,2006,137,1112,94,1458,75,N,0,0,1458,1112,1
210,2006,137,1133,77,1242,73,N,0,1,1133,1242,1
211,2006,137,1137,59,1116,55,N,0,1,1137,1116,1
212,2006,137,1163,72,1107,59,N,0,0,1107,1163,1
213,2006,137,1206,75,1277,65,N,0,0,1277,1206,1
214,2006,137,1207,54,1320,49,N,0,0,1320,1207,1
215,2006,137,1246,69,1412,64,N,0,0,1412,1246,1
216,2006,137,1272,94,1331,78,N,0,0,1331,1272,1
217,2006,137,1301,58,1143,52,N,0,1,1301,1143,1
218,2006,137,1314,69,1293,65,N,0,0,1293,1314,1
219,2006,137,1322,64,1234,63,N,0,1,1322,1234,1
220,2006,137,1326,70,1172,62,N,0,0,1172,1326,1
221,2006,137,1338,79,1245,64,N,0,0,1245,1338,1
222,2006,137,1400,60,1335,52,N,0,0,1335,1400,1
223,2006,137,1437,58,1284,45,N,0,1,1437,1284,1
224,2006,137,1452,64,1356,46,N,0,1,1452,1356,1
225,2006,138,1130,69,1285,56,N,0,1,1130,1285,1
226,2006,138,1181,74,1203,61,N,0,0,1203,1181,1
227,2006,138,1196,82,1454,60,N,0,0,1454,1196,1
228,2006,138,1211,90,1231,80,N,0,1,1211,1231,1
229,2006,138,1261,58,1401,57,N,0,1,1261,1401,1
230,2006,138,1417,62,1104,59,N,0,1,1417,1104,1
231,2006,138,1449,67,1228,64,N,0,1,1449,1228,1
232,2006,138,1455,80,1397,73,N,0,0,1397,1455,1
233,2006,139,1133,72,1338,66,N,0,0,1338,1133,1
234,2006,139,1163,87,1246,83,N,0,0,1246,1163,1
235,2006,139,1206,65,1314,60,N,0,1,1206,1314,1
236,2006,139,1207,70,1326,52,N,0,1,1207,1326,1
237,2006,139,1272,72,1137,56,N,0,0,1137,1272,1
238,2006,139,1400,75,1301,54,N,0,1,1400,1301,1
239,2006,139,1437,82,1112,78,N,0,0,1112,1437,1
240,2006,139,1452,67,1322,54,N,0,0,1322,1452,1
241,2006,143,1261,62,1181,54,N,0,1,1261,1181,1
242,2006,143,1272,80,1133,64,N,0,0,1133,1272,1
243,2006,143,1400,74,1452,71,N,0,1,1400,1452,1
244,2006,143,1417,73,1211,71,N,0,1,1417,1211,1
245,2006,144,1163,98,1449,92,N,1,1,1163,1449,1
246,2006,144,1196,57,1207,53,N,0,1,1196,1207,1
247,2006,144,1206,63,1455,55,N,0,0,1455,1206,1
248,2006,144,1437,60,1130,59,N,1,0,1130,1437,1
249,2006,145,1261,70,1400,60,N,1,0,1400,1261,1
250,2006,145,1417,50,1272,45,N,0,1,1417,1272,1
251,2006,146,1196,75,1437,62,N,0,1,1196,1437,1
252,2006,146,1206,86,1163,84,N,1,1,1206,1163,1
253,2006,152,1196,73,1206,58,N,0,0,1206,1196,1
254,2006,152,1417,59,1261,45,N,0,1,1417,1261,1
255,2006,154,1196,73,1417,57,N,0,1,1196,1417,1
256,2007,134,1310,77,1197,69,N,0,1,1310,1197,1
257,2007,136,1130,84,1403,75,N,0,1,1130,1403,1
258,2007,136,1139,57,1330,46,N,0,0,1330,1139,1
259,2007,136,1207,80,1125,55,N,0,0,1125,1207,1
260,2007,136,1231,70,1211,57,N,0,1,1231,1211,1
261,2007,136,1257,78,1390,58,N,0,1,1257,1390,1
262,2007,136,1268,82,1172,70,N,0,0,1172,1268,1
263,2007,136,1277,61,1266,49,N,0,0,1266,1277,1
264,2007,136,1314,86,1184,65,N,0,0,1184,1314,1
265,2007,136,1326,78,1148,57,N,0,1,1326,1148,1
266,2007,136,1338,79,1460,58,N,0,1,1338,1460,1
267,2007,136,1401,68,1335,52,N,0,0,1335,1401,1
268,2007,136,1417,70,1451,42,N,0,1,1417,1451,1
269,2007,136,1433,79,1181,77,N,0,1,1433,1181,1
270,2007,136,1435,77,1203,44,N,0,1,1435,1203,1
271,2007,136,1450,70,1331,54,N,0,1,1450,1331,1
272,2007,136,1462,79,1140,77,N,0,1,1462,1140,1
273,2007,137,1196,112,1238,69,N,0,0,1238,1196,1
274,2007,137,1242,107,1310,67,N,0,0,1310,1242,1
275,2007,137,1246,67,1437,58,N,0,0,1437,1246,1
276,2007,137,1272,73,1317,58,N,0,1,1272,1317,1
277,2007,137,1305,77,1166,71,N,1,0,1166,1305,1
278,2007,137,1332,58,1275,56,N,0,1,1332,1275,1
279,2007,137,1345,72,1112,63,N,0,0,1112,1345,1
280,2007,137,1356,61,1221,51,N,0,1,1356,1221,1
281,2007,137,1397,121,1253,86,N,0,1,1397,1253,1
282,2007,137,1400,79,1308,67,N,0,0,1308,1400,1
283,2007,137,1424,67,1210,63,N,0,0,1210,1424,1
284,2007,137,1425,77,1116,60,N,0,0,1116,1425,1
285,2007,137,1438,84,1107,57,N,0,1,1438,1107,1
286,2007,137,1439,54,1228,52,N,0,0,1228,1439,1
287,2007,137,1457,74,1323,64,N,0,0,1323,1457,1
288,2007,137,1458,76,1394,63,N,0,1,1458,1394,1
289,2007,138,1139,62,1268,59,N,0,1,1139,1268,1
290,2007,138,1207,62,1130,55,N,0,1,1207,1130,1
291,2007,138,1314,81,1277,67,N,0,1,1314,1277,1
292,2007,138,1326,78,1462,71,N,1,0,1462,1326,1
293,2007,138,1338,84,1433,79,N,1,1,1338,1433,1
294,2007,138,1401,72,1257,69,N,0,0,1257,1401,1
295,2007,138,1417,54,1231,49,N,0,0,1231,1417,1
296,2007,138,1435,78,1450,74,N,2,0,1450,1435,1
297,2007,139,1196,74,1345,67,N,0,0,1345,1196,1
298,2007,139,1242,88,1246,76,N,0,1,1242,1246,1
299,2007,139,1272,78,1305,62,N,0,1,1272,1305,1
300,2007,139,1332,75,1457,61,N,0,1,1332,1457,1
301,2007,139,1356,63,1439,48,N,0,0,1439,1356,1
302,2007,139,1397,77,1438,74,N,0,1,1397,1438,1
303,2007,139,1424,74,1458,68,N,0,0,1458,1424,1
304,2007,139,1425,87,1400,68,N,0,0,1400,1425,1
305,2007,143,1242,61,1356,58,N,0,1,1242,1356,1
306,2007,143,1272,65,1401,64,N,0,1,1272,1401,1
307,2007,143,1326,85,1397,84,N,0,1,1326,1397,1
308,2007,143,1417,64,1338,55,N,0,1,1417,1338,1
309,2007,144,1196,65,1139,57,N,0,1,1196,1139,1
310,2007,144,1207,66,1435,65,N,0,1,1207,1435,1
311,2007,144,1314,74,1425,64,N,0,0,1425,1314,1
312,2007,144,1332,76,1424,72,N,0,0,1424,1332,1
313,2007,145,1326,92,1272,76,N,0,1,1326,1272,1
314,2007,145,1417,68,1242,55,N,0,1,1417,1242,1
315,2007,146,1196,85,1332,77,N,0,1,1196,1332,1
316,2007,146,1207,96,1314,84,N,1,1,1207,1314,1
317,2007,152,1196,76,1417,66,N,0,1,1196,1417,1
318,2007,152,1326,67,1207,60,N,0,1,1326,1207,1
319,2007,154,1196,84,1326,75,N,0,1,1196,1326,1
320,2008,134,1291,69,1164,60,N,0,1,1291,1164,1
321,2008,136,1181,71,1125,70,N,0,1,1181,1125,1
322,2008,136,1242,85,1340,61,N,0,1,1242,1340,1
323,2008,136,1243,80,1425,67,N,0,0,1425,1243,1
324,2008,136,1266,74,1246,66,N,0,0,1246,1266,1
325,2008,136,1277,72,1396,61,N,0,0,1396,1277,1
326,2008,136,1323,68,1206,50,N,0,0,1206,1323,1
327,2008,136,1338,82,1331,63,N,0,1,1338,1331,1
328,2008,136,1345,90,1124,79,N,0,1,1345,1124,1
329,2008,136,1390,77,1165,53,N,0,1,1390,1165,1
330,2008,136,1401,67,1140,62,N,0,0,1140,1401,1
331,2008,136,1417,70,1290,29,N,0,1,1417,1290,1
332,2008,136,1424,71,1245,58,N,0,1,1424,1245,1
333,2008,136,1450,71,1457,40,N,0,1,1450,1457,1
334,2008,136,1452,75,1112,65,N,0,1,1452,1112,1
335,2008,136,1458,71,1168,56,N,0,1,1458,1168,1
336,2008,136,1462,73,1208,61,N,0,1,1462,1208,1
337,2008,137,1116,86,1231,72,N,0,1,1116,1231,1
338,2008,137,1139,81,1375,61,N,0,0,1375,1139,1
339,2008,137,1172,82,1211,76,N,0,0,1211,1172,1
340,2008,137,1207,66,1420,47,N,0,0,1420,1207,1
341,2008,137,1257,79,1129,61,N,0,0,1129,1257,1
342,2008,137,1272,87,1426,63,N,0,1,1272,1426,1
343,2008,137,1274,78,1388,64,N,0,1,1274,1388,1
344,2008,137,1280,76,1332,69,N,0,0,1332,1280,1
345,2008,137,1314,113,1291,74,N,0,1,1314,1291,1
346,2008,137,1328,72,1386,64,N,0,0,1386,1328,1
347,2008,137,1360,70,1163,69,N,1,0,1163,1360,1
348,2008,137,1373,83,1435,62,N,0,1,1373,1435,1
349,2008,137,1397,72,1110,57,N,0,0,1110,1397,1
350,2008,137,1400,74,1122,54,N,0,1,1400,1122,1
351,2008,137,1437,75,1155,69,N,0,0,1155,1437,1
352,2008,137,1443,101,1179,99,N,1,1,1443,1179,1
353,2008,138,1242,75,1424,56,N,0,0,1424,1242,1
354,2008,138,1277,65,1338,54,N,0,0,1338,1277,1
355,2008,138,1390,82,1266,81,N,1,0,1266,1390,1
356,2008,138,1417,51,1401,49,N,0,0,1401,1417,1
357,2008,138,1450,61,1323,41,N,0,1,1450,1323,1
358,2008,138,1452,73,1181,67,N,0,1,1452,1181,1
359,2008,138,1458,72,1243,55,N,0,1,1458,1243,1
360,2008,138,1462,85,1345,78,N,0,0,1345,1462,1
361,2008,139,1172,74,1207,70,N,0,1,1172,1207,1
362,2008,139,1257,78,1328,48,N,0,0,1328,1257,1
363,2008,139,1272,77,1280,74,N,0,1,1272,1280,1
364,2008,139,1314,108,1116,77,N,0,0,1116,1314,1
365,2008,139,1397,76,1139,71,N,1,0,1139,1397,1
366,2008,139,1400,75,1274,72,N,0,0,1274,1400,1
367,2008,139,1437,84,1373,72,N,0,0,1373,1437,1
368,2008,139,1443,72,1360,63,N,0,1,1443,1360,1
369,2008,143,1257,79,1397,60,N,0,1,1257,1397,1
370,2008,143,1314,68,1450,47,N,0,1,1314,1450,1
371,2008,143,1417,88,1443,78,N,0,0,1443,1417,1
372,2008,143,1462,79,1452,75,N,1,1,1462,1452,1
373,2008,144,1172,73,1458,56,N,0,0,1458,1172,1
374,2008,144,1242,72,1437,57,N,0,0,1437,1242,1
375,2008,144,1272,92,1277,74,N,0,1,1272,1277,1
376,2008,144,1400,82,1390,62,N,0,1,1400,1390,1
377,2008,145,1314,83,1257,73,N,0,1,1314,1257,1
378,2008,145,1417,76,1462,57,N,0,0,1462,1417,1
379,2008,146,1242,59,1172,57,N,0,1,1242,1172,1
380,2008,146,1272,85,1400,67,N,0,1,1272,1400,1
381,2008,152,1242,84,1314,66,N,0,0,1314,1242,1
382,2008,152,1272,78,1417,63,N,0,1,1272,1417,1
383,2008,154,1242,75,1272,68,N,1,0,1272,1242,1
384,2009,134,1287,58,1106,43,N,0,1,1287,1106,1
385,2009,136,1163,103,1151,47,N,0,1,1163,1151,1
386,2009,136,1181,86,1127,62,N,0,0,1127,1181,1
387,2009,136,1211,77,1103,64,N,0,0,1103,1211,1
388,2009,136,1261,75,1139,71,N,0,1,1261,1139,1
389,2009,136,1268,84,1143,71,N,0,1,1268,1143,1
390,2009,136,1272,81,1169,70,N,0,0,1169,1272,1
391,2009,136,1276,62,1155,59,N,0,1,1276,1155,1
392,2009,136,1314,101,1347,58,N,0,1,1314,1347,1
393,2009,136,1328,82,1288,54,N,0,1,1328,1288,1
394,2009,136,1345,61,1320,56,N,0,1,1345,1320,1
395,2009,136,1400,76,1278,62,N,0,1,1400,1278,1
396,2009,136,1401,79,1140,66,N,0,1,1401,1140,1
397,2009,136,1417,65,1433,64,N,0,0,1433,1417,1
398,2009,136,1437,80,1110,67,N,0,0,1110,1437,1
399,2009,136,1443,76,1228,72,N,0,1,1443,1228,1
400,2009,136,1449,71,1280,58,N,0,0,1280,1449,1
401,2009,137,1112,84,1428,71,N,0,1,1112,1428,1
402,2009,137,1113,66,1396,57,N,0,0,1396,1113,1
403,2009,137,1156,84,1448,69,N,0,0,1448,1156,1
404,2009,137,1173,68,1452,60,N,0,1,1173,1452,1
405,2009,137,1242,84,1295,74,N,0,1,1242,1295,1
406,2009,137,1257,74,1287,54,N,0,1,1257,1287,1
407,2009,137,1266,58,1429,57,N,0,1,1266,1429,1
408,2009,137,1277,77,1352,62,N,0,1,1277,1352,1
409,2009,137,1281,78,1165,59,N,0,0,1165,1281,1
410,2009,137,1329,77,1397,75,N,0,1,1329,1397,1
411,2009,137,1338,72,1190,62,N,0,1,1338,1190,1
412,2009,137,1373,74,1326,72,N,2,1,1373,1326,1
413,2009,137,1393,59,1372,44,N,0,0,1372,1393,1
414,2009,137,1425,72,1130,55,N,0,0,1130,1425,1
415,2009,137,1458,61,1199,59,N,1,1,1458,1199,1
416,2009,137,1462,77,1340,59,N,0,1,1462,1340,1
417,2009,138,1163,92,1401,66,N,0,0,1401,1163,1
418,2009,138,1181,74,1400,69,N,0,1,1181,1400,1
419,2009,138,1211,83,1443,81,N,0,1,1211,1443,1
420,2009,138,1272,89,1268,70,N,0,1,1272,1268,1
421,2009,138,1314,84,1261,70,N,0,0,1261,1314,1
422,2009,138,1328,73,1276,63,N,0,0,1276,1328,1
423,2009,138,1345,76,1449,74,N,0,0,1449,1345,1
424,2009,138,1437,89,1417,69,N,0,1,1437,1417,1
425,2009,139,1112,71,1156,57,N,0,0,1156,1112,1
426,2009,139,1242,60,1173,43,N,0,0,1173,1242,1
427,2009,139,1257,79,1373,72,N,0,0,1373,1257,1
428,2009,139,1277,74,1425,69,N,0,0,1425,1277,1
429,2009,139,1281,83,1266,79,N,0,0,1266,1281,1
430,2009,139,1338,84,1329,76,N,0,0,1329,1338,1
431,2009,139,1393,78,1113,67,N,0,1,1393,1113,1
432,2009,139,1462,60,1458,49,N,0,1,1462,1458,1
433,2009,143,1163,72,1345,60,N,0,1,1163,1345,1
434,2009,143,1281,102,1272,91,N,0,0,1272,1281,1
435,2009,143,1338,60,1462,55,N,0,0,1462,1338,1
436,2009,143,1437,77,1181,54,N,0,1,1437,1181,1
437,2009,144,1257,103,1112,64,N,0,1,1257,1112,1
438,2009,144,1277,67,1242,62,N,0,1,1277,1242,1
439,2009,144,1314,98,1211,77,N,0,0,1211,1314,1
440,2009,144,1328,84,1393,71,N,0,1,1328,1393,1
441,2009,145,1163,82,1281,75,N,0,0,1281,1163,1
442,2009,145,1437,78,1338,76,N,0,1,1437,1338,1
443,2009,146,1277,64,1257,52,N,0,0,1257,1277,1
444,2009,146,1314,72,1328,60,N,0,1,1314,1328,1
445,2009,152,1277,82,1163,73,N,0,1,1277,1163,1
446,2009,152,1314,83,1437,69,N,0,1,1314,1437,1
