Id,Pred
2016_1124_1328,0.296
2016_1124_1332,0.357
2016_1124_1333,0.571
2016_1124_1338,0.454
2016_1124_1344,0.508
2016_1124_1345,0.378
2016_1124_1355,0.675
2016_1124_1371,0.477
2016_1124_1372,0.536
2016_1124_1380,0.805
2016_1124_1386,0.43
2016_1124_1392,0.657
2016_1124_1393,0.489
2016_1124_1396,0.67
2016_1124_1400,0.41
2016_1124_1401,0.364
2016_1124_1403,0.546
2016_1124_1409,0.61
2016_1124_1421,0.8
2016_1124_1423,0.695
2016_1124_1425,0.492
2016_1124_1428,0.465
2016_1124_1433,0.409
2016_1124_1435,0.365
2016_1124_1437,0.262
2016_1124_1438,0.272
2016_1124_1451,0.795
2016_1124_1452,0.313
2016_1124_1453,0.796
2016_1124_1455,0.322
2016_1124_1458,0.451
2016_1124_1462,0.362
2016_1124_1463,0.546
2016_1138_1139,0.267
2016_1138_1143,0.251
2016_1138_1151,0.362
2016_1138_1153,0.243
2016_1138_1160,0.283
2016_1138_1163,0.249
2016_1138_1167,0.403
2016_1138_1173,0.289
2016_1138_1181,0.271
2016_1138_1192,0.731
2016_1138_1195,0.632
2016_1138_1201,0.363
2016_1138_1211,0.248
2016_1138_1214,0.715
2016_1138_1218,0.266
2016_1138_1221,0.763
2016_1138_1231,0.268
2016_1138_1233,0.351
2016_1138_1234,0.248
2016_1138_1235,0.267
2016_1138_1242,0.136
2016_1138_1246,0.251
2016_1138_1268,0.236
2016_1138_1274,0.212
2016_1138_1276,0.279
2016_1138_1277,0.131
2016_1138_1292,0.421
2016_1138_1314,0.126
2016_1138_1320,0.323
2016_1138_1323,0.272
2016_1138_1328,0.152
2016_1138_1332,0.193
2016_1138_1333,0.282
2016_1138_1338,0.285
2016_1138_1344,0.277
2016_1138_1345,0.247
2016_1138_1355,0.362
2016_1138_1371,0.262
2016_1138_1372,0.329
2016_1138_1380,0.658
2016_1138_1386,0.271
2016_1138_1392,0.376
2016_1138_1393,0.282
2016_1138_1396,0.316
2016_1138_1400,0.277
2016_1138_1401,0.273
2016_1138_1403,0.287
2016_1138_1409,0.217
2016_1138_1421,0.525
2016_1138_1423,0.337
2016_1138_1425,0.27
2016_1138_1428,0.218
2016_1138_1433,0.28
2016_1138_1435,0.275
2016_1138_1437,0.13
2016_1138_1438,0.128
2016_1138_1451,0.55
2016_1138_1452,0.166
2016_1138_1453,0.475
2016_1138_1455,0.25
2016_1138_1458,0.291
2016_1138_1462,0.184
2016_1138_1463,0.31
2016_1139_1143,0.474
2016_1139_1151,0.688
2016_1139_1153,0.27
2016_1139_1160,0.421
2016_1139_1163,0.391
2016_1139_1167,0.698
2016_1139_1173,0.427
2016_1139_1181,0.383
2016_1139_1192,0.816
2016_1139_1195,0.708
2016_1139_1201,0.671
2016_1139_1211,0.361
2016_1139_1214,0.768
2016_1139_1218,0.531
2016_1139_1221,0.897
2016_1139_1231,0.345
2016_1139_1233,0.685
2016_1139_1234,0.393
2016_1139_1235,0.437
2016_1139_1242,0.281
2016_1139_1246,0.397
2016_1139_1268,0.46
2016_1139_1274,0.372
2016_1139_1276,0.391
2016_1139_1277,0.219
2016_1139_1292,0.671
2016_1139_1314,0.228
2016_1139_1320,0.629
2016_1139_1323,0.387
2016_1139_1328,0.272
2016_1139_1332,0.359
2016_1139_1333,0.527
2016_1139_1338,0.354
2016_1139_1344,0.432
2016_1139_1345,0.391
2016_1139_1355,0.656
2016_1139_1371,0.481
2016_1139_1372,0.495
2016_1139_1380,0.784
2016_1139_1386,0.4
2016_1139_1392,0.646
2016_1139_1393,0.379
2016_1139_1396,0.663
2016_1139_1400,0.407
2016_1139_1401,0.396
2016_1139_1403,0.456
2016_1139_1409,0.53
2016_1139_1421,0.666
2016_1139_1423,0.651
2016_1139_1425,0.382
2016_1139_1428,0.486
2016_1139_1433,0.309
2016_1139_1435,0.337
2016_1139_1437,0.231
2016_1139_1438,0.22
2016_1139_1451,0.696
2016_1139_1452,0.288
2016_1139_1453,0.676
2016_1139_1455,0.306
2016_1139_1458,0.34
2016_1139_1462,0.344
2016_1139_1463,0.476
2016_1143_1151,0.717
2016_1143_1153,0.415
2016_1143_1160,0.558
2016_1143_1163,0.444
2016_1143_1167,0.811
2016_1143_1173,0.498
2016_1143_1181,0.401
2016_1143_1192,0.822
2016_1143_1195,0.714
2016_1143_1201,0.734
2016_1143_1211,0.382
2016_1143_1214,0.787
2016_1143_1218,0.666
2016_1143_1221,0.892
2016_1143_1231,0.394
2016_1143_1233,0.715
2016_1143_1234,0.398
2016_1143_1235,0.461
2016_1143_1242,0.264
2016_1143_1246,0.384
2016_1143_1268,0.447
2016_1143_1274,0.357
2016_1143_1276,0.575
2016_1143_1277,0.258
2016_1143_1292,0.755
2016_1143_1314,0.272
2016_1143_1320,0.639
2016_1143_1323,0.483
2016_1143_1328,0.31
2016_1143_1332,0.356
2016_1143_1333,0.59
2016_1143_1338,0.529
2016_1143_1344,0.548
2016_1143_1345,0.395
2016_1143_1355,0.699
2016_1143_1371,0.497
2016_1143_1372,0.548
2016_1143_1380,0.809
2016_1143_1386,0.479
2016_1143_1392,0.664
2016_1143_1393,0.546
2016_1143_1396,0.698
2016_1143_1400,0.456
2016_1143_1401,0.393
2016_1143_1403,0.588
2016_1143_1409,0.665
2016_1143_1421,0.806
2016_1143_1423,0.714
2016_1143_1425,0.537
2016_1143_1428,0.483
2016_1143_1433,0.469
2016_1143_1435,0.399
2016_1143_1437,0.265
2016_1143_1438,0.273
2016_1143_1451,0.787
2016_1143_1452,0.321
2016_1143_1453,0.805
2016_1143_1455,0.377
2016_1143_1458,0.492
2016_1143_1462,0.341
2016_1143_1463,0.57
2016_1151_1153,0.364
2016_1151_1160,0.462
2016_1151_1163,0.4
2016_1151_1167,0.5
2016_1151_1173,0.446
2016_1151_1181,0.425
2016_1151_1192,0.732
2016_1151_1195,0.61
2016_1151_1201,0.481
2016_1151_1211,0.398
2016_1151_1214,0.651
2016_1151_1218,0.409
2016_1151_1221,0.813
2016_1151_1231,0.415
2016_1151_1233,0.492
2016_1151_1234,0.393
2016_1151_1235,0.412
2016_1151_1242,0.299
2016_1151_1246,0.419
2016_1151_1268,0.411
2016_1151_1274,0.371
2016_1151_1276,0.365
2016_1151_1277,0.257
2016_1151_1292,0.458
2016_1151_1314,0.249
2016_1151_1320,0.482
2016_1151_1323,0.386
2016_1151_1328,0.299
2016_1151_1332,0.338
2016_1151_1333,0.48
2016_1151_1338,0.383
2016_1151_1344,0.469
2016_1151_1345,0.423
2016_1151_1355,0.493
2016_1151_1371,0.425
2016_1151_1372,0.487
2016_1151_1380,0.674
2016_1151_1386,0.439
2016_1151_1392,0.487
2016_1151_1393,0.371
2016_1151_1396,0.482
2016_1151_1400,0.404
2016_1151_1401,0.415
2016_1151_1403,0.436
2016_1151_1409,0.38
2016_1151_1421,0.54
2016_1151_1423,0.487
2016_1151_1425,0.368
2016_1151_1428,0.412
2016_1151_1433,0.415
2016_1151_1435,0.357
2016_1151_1437,0.255
2016_1151_1438,0.261
2016_1151_1451,0.5
2016_1151_1452,0.337
2016_1151_1453,0.474
2016_1151_1455,0.406
2016_1151_1458,0.393
2016_1151_1462,0.329
2016_1151_1463,0.453
2016_1153_1160,0.439
2016_1153_1163,0.444
2016_1153_1167,0.723
2016_1153_1173,0.421
2016_1153_1181,0.397
2016_1153_1192,0.811
2016_1153_1195,0.727
2016_1153_1201,0.734
2016_1153_1211,0.437
2016_1153_1214,0.757
2016_1153_1218,0.538
2016_1153_1221,0.9
2016_1153_1231,0.384
2016_1153_1233,0.715
2016_1153_1234,0.441
2016_1153_1235,0.465
2016_1153_1242,0.31
2016_1153_1246,0.417
2016_1153_1268,0.464
2016_1153_1274,0.374
2016_1153_1276,0.4
2016_1153_1277,0.245
2016_1153_1292,0.69
2016_1153_1314,0.247
2016_1153_1320,0.651
2016_1153_1323,0.437
2016_1153_1328,0.288
2016_1153_1332,0.35
2016_1153_1333,0.534
2016_1153_1338,0.394
2016_1153_1344,0.453
2016_1153_1345,0.419
2016_1153_1355,0.703
2016_1153_1371,0.505
2016_1153_1372,0.535
2016_1153_1380,0.781
2016_1153_1386,0.416
2016_1153_1392,0.674
2016_1153_1393,0.428
2016_1153_1396,0.69
2016_1153_1400,0.464
2016_1153_1401,0.42
2016_1153_1403,0.469
2016_1153_1409,0.553
2016_1153_1421,0.671
2016_1153_1423,0.673
2016_1153_1425,0.4
2016_1153_1428,0.503
2016_1153_1433,0.374
2016_1153_1435,0.39
2016_1153_1437,0.249
2016_1153_1438,0.248
2016_1153_1451,0.695
2016_1153_1452,0.311
2016_1153_1453,0.713
2016_1153_1455,0.366
2016_1153_1458,0.388
2016_1153_1462,0.337
2016_1153_1463,0.507
2016_1160_1163,0.397
2016_1160_1167,0.65
2016_1160_1173,0.404
2016_1160_1181,0.457
2016_1160_1192,0.799
2016_1160_1195,0.684
2016_1160_1201,0.636
2016_1160_1211,0.42
2016_1160_1214,0.745
2016_1160_1218,0.478
2016_1160_1221,0.893
2016_1160_1231,0.424
2016_1160_1233,0.622
2016_1160_1234,0.433
2016_1160_1235,0.46
2016_1160_1242,0.243
2016_1160_1246,0.45
2016_1160_1268,0.48
2016_1160_1274,0.415
2016_1160_1276,0.328
2016_1160_1277,0.211
2016_1160_1292,0.595
2016_1160_1314,0.206
2016_1160_1320,0.566
2016_1160_1323,0.365
2016_1160_1328,0.313
2016_1160_1332,0.337
2016_1160_1333,0.491
2016_1160_1338,0.326
2016_1160_1344,0.442
2016_1160_1345,0.48
2016_1160_1355,0.618
2016_1160_1371,0.472
2016_1160_1372,0.484
2016_1160_1380,0.757
2016_1160_1386,0.397
2016_1160_1392,0.593
2016_1160_1393,0.367
2016_1160_1396,0.623
2016_1160_1400,0.387
2016_1160_1401,0.459
2016_1160_1403,0.413
2016_1160_1409,0.435
2016_1160_1421,0.588
2016_1160_1423,0.612
2016_1160_1425,0.335
2016_1160_1428,0.479
2016_1160_1433,0.322
2016_1160_1435,0.367
2016_1160_1437,0.208
2016_1160_1438,0.221
2016_1160_1451,0.626
2016_1160_1452,0.357
2016_1160_1453,0.61
2016_1160_1455,0.365
2016_1160_1458,0.34
2016_1160_1462,0.346
2016_1160_1463,0.466
2016_1163_1167,0.808
2016_1163_1173,0.467
2016_1163_1181,0.453
2016_1163_1192,0.837
2016_1163_1195,0.753
2016_1163_1201,0.759
2016_1163_1211,0.42
2016_1163_1214,0.798
2016_1163_1218,0.62
2016_1163_1221,0.908
2016_1163_1231,0.431
2016_1163_1233,0.749
2016_1163_1234,0.471
2016_1163_1235,0.537
2016_1163_1242,0.357
2016_1163_1246,0.446
2016_1163_1268,0.528
2016_1163_1274,0.42
2016_1163_1276,0.487
2016_1163_1277,0.268
2016_1163_1292,0.764
2016_1163_1314,0.283
2016_1163_1320,0.692
2016_1163_1323,0.481
2016_1163_1328,0.322
2016_1163_1332,0.384
2016_1163_1333,0.59
2016_1163_1338,0.466
2016_1163_1344,0.497
2016_1163_1345,0.482
2016_1163_1355,0.744
2016_1163_1371,0.57
2016_1163_1372,0.563
2016_1163_1380,0.826
2016_1163_1386,0.458
2016_1163_1392,0.712
2016_1163_1393,0.461
2016_1163_1396,0.716
2016_1163_1400,0.512
2016_1163_1401,0.477
2016_1163_1403,0.54
2016_1163_1409,0.62
2016_1163_1421,0.768
2016_1163_1423,0.737
2016_1163_1425,0.475
2016_1163_1428,0.554
2016_1163_1433,0.403
2016_1163_1435,0.419
2016_1163_1437,0.294
2016_1163_1438,0.284
2016_1163_1451,0.787
2016_1163_1452,0.362
2016_1163_1453,0.791
2016_1163_1455,0.377
2016_1163_1458,0.444
2016_1163_1462,0.371
2016_1163_1463,0.55
2016_1167_1173,0.262
2016_1167_1181,0.296
2016_1167_1192,0.758
2016_1167_1195,0.69
2016_1167_1201,0.416
2016_1167_1211,0.253
2016_1167_1214,0.724
2016_1167_1218,0.243
2016_1167_1221,0.811
2016_1167_1231,0.293
2016_1167_1233,0.431
2016_1167_1234,0.265
2016_1167_1235,0.282
2016_1167_1242,0.192
2016_1167_1246,0.299
2016_1167_1268,0.261
2016_1167_1274,0.261
2016_1167_1276,0.258
2016_1167_1277,0.172
2016_1167_1292,0.49
2016_1167_1314,0.167
2016_1167_1320,0.388
2016_1167_1323,0.266
2016_1167_1328,0.199
2016_1167_1332,0.255
2016_1167_1333,0.258
2016_1167_1338,0.276
2016_1167_1344,0.271
2016_1167_1345,0.302
2016_1167_1355,0.412
2016_1167_1371,0.3
2016_1167_1372,0.358
2016_1167_1380,0.688
2016_1167_1386,0.265
2016_1167_1392,0.44
2016_1167_1393,0.278
2016_1167_1396,0.379
2016_1167_1400,0.289
2016_1167_1401,0.307
2016_1167_1403,0.265
2016_1167_1409,0.21
2016_1167_1421,0.594
2016_1167_1423,0.375
2016_1167_1425,0.256
2016_1167_1428,0.25
2016_1167_1433,0.276
2016_1167_1435,0.288
2016_1167_1437,0.178
2016_1167_1438,0.162
2016_1167_1451,0.612
2016_1167_1452,0.216
2016_1167_1453,0.526
2016_1167_1455,0.268
2016_1167_1458,0.287
2016_1167_1462,0.236
2016_1167_1463,0.301
2016_1173_1181,0.436
2016_1173_1192,0.81
2016_1173_1195,0.649
2016_1173_1201,0.605
2016_1173_1211,0.405
2016_1173_1214,0.743
2016_1173_1218,0.504
2016_1173_1221,0.903
2016_1173_1231,0.41
2016_1173_1233,0.605
2016_1173_1234,0.412
2016_1173_1235,0.447
2016_1173_1242,0.232
2016_1173_1246,0.468
2016_1173_1268,0.473
2016_1173_1274,0.43
2016_1173_1276,0.355
2016_1173_1277,0.221
2016_1173_1292,0.563
2016_1173_1314,0.221
2016_1173_1320,0.597
2016_1173_1323,0.398
2016_1173_1328,0.338
2016_1173_1332,0.374
2016_1173_1333,0.533
2016_1173_1338,0.343
2016_1173_1344,0.464
2016_1173_1345,0.487
2016_1173_1355,0.631
2016_1173_1371,0.48
2016_1173_1372,0.465
2016_1173_1380,0.752
2016_1173_1386,0.448
2016_1173_1392,0.58
2016_1173_1393,0.353
2016_1173_1396,0.635
2016_1173_1400,0.387
2016_1173_1401,0.448
2016_1173_1403,0.45
2016_1173_1409,0.483
2016_1173_1421,0.586
2016_1173_1423,0.632
2016_1173_1425,0.372
2016_1173_1428,0.496
2016_1173_1433,0.344
2016_1173_1435,0.341
2016_1173_1437,0.237
2016_1173_1438,0.23
2016_1173_1451,0.618
2016_1173_1452,0.365
2016_1173_1453,0.599
2016_1173_1455,0.357
2016_1173_1458,0.367
2016_1173_1462,0.364
2016_1173_1463,0.456
2016_1181_1192,0.807
2016_1181_1195,0.745
2016_1181_1201,0.694
2016_1181_1211,0.517
2016_1181_1214,0.79
2016_1181_1218,0.677
2016_1181_1221,0.877
2016_1181_1231,0.547
2016_1181_1233,0.681
2016_1181_1234,0.577
2016_1181_1235,0.625
2016_1181_1242,0.403
2016_1181_1246,0.471
2016_1181_1268,0.628
2016_1181_1274,0.508
2016_1181_1276,0.648
2016_1181_1277,0.363
2016_1181_1292,0.769
2016_1181_1314,0.382
2016_1181_1320,0.627
2016_1181_1323,0.623
2016_1181_1328,0.459
2016_1181_1332,0.447
2016_1181_1333,0.625
2016_1181_1338,0.659
2016_1181_1344,0.632
2016_1181_1345,0.487
2016_1181_1355,0.67
2016_1181_1371,0.631
2016_1181_1372,0.601
2016_1181_1380,0.811
2016_1181_1386,0.595
2016_1181_1392,0.621
2016_1181_1393,0.642
2016_1181_1396,0.651
2016_1181_1400,0.613
2016_1181_1401,0.563
2016_1181_1403,0.673
2016_1181_1409,0.688
2016_1181_1421,0.827
2016_1181_1423,0.659
2016_1181_1425,0.631
2016_1181_1428,0.601
2016_1181_1433,0.581
2016_1181_1435,0.538
2016_1181_1437,0.384
2016_1181_1438,0.389
2016_1181_1451,0.822
2016_1181_1452,0.478
2016_1181_1453,0.825
2016_1181_1455,0.52
2016_1181_1458,0.612
2016_1181_1462,0.47
2016_1181_1463,0.624
2016_1192_1195,0.384
2016_1192_1201,0.228
2016_1192_1211,0.068
2016_1192_1214,0.499
2016_1192_1218,0.15
2016_1192_1221,0.5
2016_1192_1231,0.086
2016_1192_1233,0.275
2016_1192_1234,0.085
2016_1192_1235,0.089
2016_1192_1242,0.099
2016_1192_1246,0.085
2016_1192_1268,0.08
2016_1192_1274,0.085
2016_1192_1276,0.151
2016_1192_1277,0.075
2016_1192_1292,0.355
2016_1192_1314,0.098
2016_1192_1320,0.171
2016_1192_1323,0.078
2016_1192_1328,0.075
2016_1192_1332,0.097
2016_1192_1333,0.164
2016_1192_1338,0.123
2016_1192_1344,0.094
2016_1192_1345,0.085
2016_1192_1355,0.185
2016_1192_1371,0.067
2016_1192_1372,0.259
2016_1192_1380,0.52
2016_1192_1386,0.061
2016_1192_1392,0.231
2016_1192_1393,0.146
2016_1192_1396,0.177
2016_1192_1400,0.082
2016_1192_1401,0.078
2016_1192_1403,0.088
2016_1192_1409,0.16
2016_1192_1421,0.385
2016_1192_1423,0.145
2016_1192_1425,0.139
2016_1192_1428,0.074
2016_1192_1433,0.1
2016_1192_1435,0.17
2016_1192_1437,0.1
2016_1192_1438,0.099
2016_1192_1451,0.401
2016_1192_1452,0.077
2016_1192_1453,0.346
2016_1192_1455,0.075
2016_1192_1458,0.09
2016_1192_1462,0.095
2016_1192_1463,0.209
2016_1195_1201,0.18
2016_1195_1211,0.037
2016_1195_1214,0.637
2016_1195_1218,0.103
2016_1195_1221,0.577
2016_1195_1231,0.046
2016_1195_1233,0.189
2016_1195_1234,0.049
2016_1195_1235,0.05
2016_1195_1242,0.034
2016_1195_1246,0.04
2016_1195_1268,0.053
2016_1195_1274,0.037
2016_1195_1276,0.092
2016_1195_1277,0.024
2016_1195_1292,0.319
2016_1195_1314,0.033
2016_1195_1320,0.14
2016_1195_1323,0.047
2016_1195_1328,0.028
2016_1195_1332,0.043
2016_1195_1333,0.126
2016_1195_1338,0.064
2016_1195_1344,0.055
2016_1195_1345,0.031
2016_1195_1355,0.129
2016_1195_1371,0.043
2016_1195_1372,0.205
2016_1195_1380,0.645
2016_1195_1386,0.044
2016_1195_1392,0.197
2016_1195_1393,0.078
2016_1195_1396,0.118
2016_1195_1400,0.054
2016_1195_1401,0.053
2016_1195_1403,0.068
2016_1195_1409,0.091
2016_1195_1421,0.299
2016_1195_1423,0.104
2016_1195_1425,0.069
2016_1195_1428,0.058
2016_1195_1433,0.05
2016_1195_1435,0.093
2016_1195_1437,0.038
2016_1195_1438,0.033
2016_1195_1451,0.336
2016_1195_1452,0.026
2016_1195_1453,0.284
2016_1195_1455,0.048
2016_1195_1458,0.056
2016_1195_1462,0.042
2016_1195_1463,0.159
2016_1201_1211,0.271
2016_1201_1214,0.709
2016_1201_1218,0.266
2016_1201_1221,0.832
2016_1201_1231,0.328
2016_1201_1233,0.438
2016_1201_1234,0.295
2016_1201_1235,0.323
2016_1201_1242,0.198
2016_1201_1246,0.363
2016_1201_1268,0.291
2016_1201_1274,0.296
2016_1201_1276,0.226
2016_1201_1277,0.166
2016_1201_1292,0.459
2016_1201_1314,0.154
2016_1201_1320,0.389
2016_1201_1323,0.274
2016_1201_1328,0.214
2016_1201_1332,0.275
2016_1201_1333,0.305
2016_1201_1338,0.25
2016_1201_1344,0.336
2016_1201_1345,0.355
2016_1201_1355,0.427
2016_1201_1371,0.351
2016_1201_1372,0.408
2016_1201_1380,0.697
2016_1201_1386,0.327
2016_1201_1392,0.431
2016_1201_1393,0.256
2016_1201_1396,0.397
2016_1201_1400,0.298
2016_1201_1401,0.354
2016_1201_1403,0.285
2016_1201_1409,0.232
2016_1201_1421,0.569
2016_1201_1423,0.408
2016_1201_1425,0.224
2016_1201_1428,0.322
2016_1201_1433,0.299
2016_1201_1435,0.256
2016_1201_1437,0.172
2016_1201_1438,0.166
2016_1201_1451,0.533
2016_1201_1452,0.232
2016_1201_1453,0.471
2016_1201_1455,0.309
2016_1201_1458,0.278
2016_1201_1462,0.243
2016_1201_1463,0.359
2016_1211_1214,0.806
2016_1211_1218,0.6
2016_1211_1221,0.898
2016_1211_1231,0.482
2016_1211_1233,0.741
2016_1211_1234,0.485
2016_1211_1235,0.547
2016_1211_1242,0.385
2016_1211_1246,0.469
2016_1211_1268,0.547
2016_1211_1274,0.458
2016_1211_1276,0.521
2016_1211_1277,0.327
2016_1211_1292,0.792
2016_1211_1314,0.337
2016_1211_1320,0.636
2016_1211_1323,0.501
2016_1211_1328,0.372
2016_1211_1332,0.393
2016_1211_1333,0.583
2016_1211_1338,0.52
2016_1211_1344,0.523
2016_1211_1345,0.486
2016_1211_1355,0.725
2016_1211_1371,0.601
2016_1211_1372,0.547
2016_1211_1380,0.83
2016_1211_1386,0.488
2016_1211_1392,0.693
2016_1211_1393,0.509
2016_1211_1396,0.693
2016_1211_1400,0.538
2016_1211_1401,0.476
2016_1211_1403,0.552
2016_1211_1409,0.619
2016_1211_1421,0.808
2016_1211_1423,0.729
2016_1211_1425,0.515
2016_1211_1428,0.57
2016_1211_1433,0.453
2016_1211_1435,0.447
2016_1211_1437,0.325
2016_1211_1438,0.34
2016_1211_1451,0.817
2016_1211_1452,0.422
2016_1211_1453,0.817
2016_1211_1455,0.425
2016_1211_1458,0.483
2016_1211_1462,0.406
2016_1211_1463,0.525
2016_1214_1218,0.214
2016_1214_1221,0.532
2016_1214_1231,0.157
2016_1214_1233,0.298
2016_1214_1234,0.162
2016_1214_1235,0.165
2016_1214_1242,0.121
2016_1214_1246,0.141
2016_1214_1268,0.162
2016_1214_1274,0.151
2016_1214_1276,0.229
2016_1214_1277,0.117
2016_1214_1292,0.32
2016_1214_1314,0.124
2016_1214_1320,0.246
2016_1214_1323,0.159
2016_1214_1328,0.125
2016_1214_1332,0.145
2016_1214_1333,0.233
2016_1214_1338,0.195
2016_1214_1344,0.161
2016_1214_1345,0.149
