,Id,Pred,Season,team0,team1,wins0,wins1
140,2012_1125_1172,0.5,2012,1125,1172,26,24
141,2012_1125_1178,0.5,2012,1125,1178,26,20
142,2012_1125_1181,0.5,2012,1125,1181,26,27
143,2012_1125_1196,0.5,2012,1125,1196,26,23
144,2012_1125_1199,0.5,2012,1125,1199,26,24
145,2012_1125_1207,0.5,2012,1125,1207,26,22
146,2012_1125_1211,0.5,2012,1125,1211,26,25
147,2012_1125_1217,0.5,2012,1125,1217,26,25
148,2012_1125_1231,0.5,2012,1125,1231,26,25
149,2012_1125_1233,0.5,2012,1125,1233,26,25
150,2012_1125_1235,0.5,2012,1125,1235,26,22
151,2012_1125_1242,0.5,2012,1125,1242,26,27
152,2012_1125_1243,0.5,2012,1125,1243,26,21
153,2012_1125_1246,0.5,2012,1125,1246,26,32
154,2012_1125_1249,0.5,2012,1125,1249,26,21
155,2012_1125_1250,0.5,2012,1125,1250,26,25
156,2012_1125_1253,0.5,2012,1125,1253,26,23
157,2012_1125_1254,0.5,2012,1125,1254,26,25
158,2012_1125_1257,0.5,2012,1125,1257,26,26
159,2012_1125_1259,0.5,2012,1125,1259,26,24
160,2012_1125_1266,0.5,2012,1125,1266,26,25
161,2012_1125_1272,0.5,2012,1125,1272,26,26
162,2012_1125_1276,0.5,2012,1125,1276,26,23
163,2012_1125_1277,0.5,2012,1125,1277,26,27
164,2012_1125_1281,0.5,2012,1125,1281,26,30
165,2012_1125_1285,0.5,2012,1125,1285,26,23
166,2012_1125_1290,0.5,2012,1125,1290,26,21
167,2012_1125_1293,0.5,2012,1125,1293,26,27
168,2012_1125_1301,0.5,2012,1125,1301,26,22
169,2012_1125_1307,0.5,2012,1125,1307,26,26
170,2012_1125_1308,0.5,2012,1125,1308,26,24
171,2012_1125_1313,0.5,2012,1125,1313,26,24
172,2012_1125_1314,0.5,2012,1125,1314,26,29
173,2012_1125_1323,0.5,2012,1125,1323,26,22
174,2012_1125_1325,0.5,2012,1125,1325,26,26
175,2012_1125_1326,0.5,2012,1125,1326,26,27
176,2012_1125_1345,0.5,2012,1125,1345,26,21
177,2012_1125_1355,0.5,2012,1125,1355,26,25
178,2012_1125_1361,0.5,2012,1125,1361,26,24
179,2012_1125_1378,0.5,2012,1125,1378,26,19
180,2012_1125_1379,0.5,2012,1125,1379,26,23
181,2012_1125_1382,0.5,2012,1125,1382,26,20
182,2012_1125_1387,0.5,2012,1125,1387,26,24
183,2012_1125_1388,0.5,2012,1125,1388,26,25
184,2012_1125_1393,0.5,2012,1125,1393,26,31
185,2012_1125_1396,0.5,2012,1125,1396,26,24
186,2012_1125_1400,0.5,2012,1125,1400,26,20
187,2012_1125_1421,0.5,2012,1125,1421,26,21
188,2012_1125_1424,0.5,2012,1125,1424,26,24
189,2012_1125_1433,0.5,2012,1125,1433,26,28
190,2012_1125_1435,0.5,2012,1125,1435,26,24
191,2012_1125_1436,0.5,2012,1125,1436,26,23
192,2012_1125_1438,0.5,2012,1125,1438,26,22
193,2012_1125_1443,0.5,2012,1125,1443,26,15
194,2012_1125_1452,0.5,2012,1125,1452,26,19
195,2012_1125_1455,0.5,2012,1125,1455,26,26
196,2012_1125_1458,0.5,2012,1125,1458,26,24
197,2012_1125_1462,0.5,2012,1125,1462,26,21
198,2012_1140_1143,0.5,2012,1140,1143,23,24
199,2012_1140_1153,0.5,2012,1140,1153,23,24
200,2012_1140_1160,0.5,2012,1140,1160,23,21
201,2012_1140_1161,0.5,2012,1140,1161,23,20
202,2012_1140_1163,0.5,2012,1140,1163,23,20
203,2012_1140_1166,0.5,2012,1140,1166,23,28
204,2012_1140_1172,0.5,2012,1140,1172,23,24
205,2012_1140_1178,0.5,2012,1140,1178,23,20
206,2012_1140_1181,0.5,2012,1140,1181,23,27
207,2012_1140_1196,0.5,2012,1140,1196,23,23
208,2012_1140_1199,0.5,2012,1140,1199,23,24
209,2012_1140_1207,0.5,2012,1140,1207,23,22
210,2012_1140_1211,0.5,2012,1140,1211,23,25
211,2012_1140_1217,0.5,2012,1140,1217,23,25
212,2012_1140_1231,0.5,2012,1140,1231,23,25
213,2012_1140_1233,0.5,2012,1140,1233,23,25
214,2012_1140_1235,0.5,2012,1140,1235,23,22
215,2012_1140_1242,0.5,2012,1140,1242,23,27
216,2012_1140_1243,0.5,2012,1140,1243,23,21
217,2012_1140_1246,0.5,2012,1140,1246,23,32
218,2012_1140_1249,0.5,2012,1140,1249,23,21
219,2012_1140_1250,0.5,2012,1140,1250,23,25
220,2012_1140_1253,0.5,2012,1140,1253,23,23
221,2012_1140_1254,0.5,2012,1140,1254,23,25
222,2012_1140_1257,0.5,2012,1140,1257,23,26
223,2012_1140_1259,0.5,2012,1140,1259,23,24
224,2012_1140_1266,0.5,2012,1140,1266,23,25
225,2012_1140_1272,0.5,2012,1140,1272,23,26
226,2012_1140_1276,0.5,2012,1140,1276,23,23
227,2012_1140_1277,0.5,2012,1140,1277,23,27
228,2012_1140_1281,0.5,2012,1140,1281,23,30
229,2012_1140_1285,0.5,2012,1140,1285,23,23
230,2012_1140_1290,0.5,2012,1140,1290,23,21
231,2012_1140_1293,0.5,2012,1140,1293,23,27
232,2012_1140_1301,0.5,2012,1140,1301,23,22
233,2012_1140_1307,0.5,2012,1140,1307,23,26
234,2012_1140_1308,0.5,2012,1140,1308,23,24
235,2012_1140_1313,0.5,2012,1140,1313,23,24
236,2012_1140_1314,0.5,2012,1140,1314,23,29
237,2012_1140_1323,0.5,2012,1140,1323,23,22
238,2012_1140_1325,0.5,2012,1140,1325,23,26
239,2012_1140_1326,0.5,2012,1140,1326,23,27
240,2012_1140_1345,0.5,2012,1140,1345,23,21
241,2012_1140_1355,0.5,2012,1140,1355,23,25
242,2012_1140_1361,0.5,2012,1140,1361,23,24
243,2012_1140_1378,0.5,2012,1140,1378,23,19
244,2012_1140_1379,0.5,2012,1140,1379,23,23
245,2012_1140_1382,0.5,2012,1140,1382,23,20
246,2012_1140_1387,0.5,2012,1140,1387,23,24
247,2012_1140_1388,0.5,2012,1140,1388,23,25
248,2012_1140_1393,0.5,2012,1140,1393,23,31
249,2012_1140_1396,0.5,2012,1140,1396,23,24
250,2012_1140_1400,0.5,2012,1140,1400,23,20
251,2012_1140_1421,0.5,2012,1140,1421,23,21
252,2012_1140_1424,0.5,2012,1140,1424,23,24
253,2012_1140_1433,0.5,2012,1140,1433,23,28
254,2012_1140_1435,0.5,2012,1140,1435,23,24
255,2012_1140_1436,0.5,2012,1140,1436,23,23
256,2012_1140_1438,0.5,2012,1140,1438,23,22
257,2012_1140_1443,0.5,2012,1140,1443,23,15
258,2012_1140_1452,0.5,2012,1140,1452,23,19
259,2012_1140_1455,0.5,2012,1140,1455,23,26
260,2012_1140_1458,0.5,2012,1140,1458,23,24
261,2012_1140_1462,0.5,2012,1140,1462,23,21
262,2012_1143_1153,0.5,2012,1143,1153,24,24
263,2012_1143_1160,0.5,2012,1143,1160,24,21
264,2012_1143_1161,0.5,2012,1143,1161,24,20
265,2012_1143_1163,0.5,2012,1143,1163,24,20
266,2012_1143_1166,0.5,2012,1143,1166,24,28
267,2012_1143_1172,0.5,2012,1143,1172,24,24
268,2012_1143_1178,0.5,2012,1143,1178,24,20
269,2012_1143_1181,0.5,2012,1143,1181,24,27
270,2012_1143_1196,0.5,2012,1143,1196,24,23
271,2012_1143_1199,0.5,2012,1143,1199,24,24
272,2012_1143_1207,0.5,2012,1143,1207,24,22
273,2012_1143_1211,0.5,2012,1143,1211,24,25
274,2012_1143_1217,0.5,2012,1143,1217,24,25
275,2012_1143_1231,0.5,2012,1143,1231,24,25
276,2012_1143_1233,0.5,2012,1143,1233,24,25
277,2012_1143_1235,0.5,2012,1143,1235,24,22
278,2012_1143_1242,0.5,2012,1143,1242,24,27
279,2012_1143_1243,0.5,2012,1143,1243,24,21
280,2012_1143_1246,0.5,2012,1143,1246,24,32
281,2012_1143_1249,0.5,2012,1143,1249,24,21
282,2012_1143_1250,0.5,2012,1143,1250,24,25
283,2012_1143_1253,0.5,2012,1143,1253,24,23
284,2012_1143_1254,0.5,2012,1143,1254,24,25
285,2012_1143_1257,0.5,2012,1143,1257,24,26
286,2012_1143_1259,0.5,2012,1143,1259,24,24
287,2012_1143_1266,0.5,2012,1143,1266,24,25
288,2012_1143_1272,0.5,2012,1143,1272,24,26
289,2012_1143_1276,0.5,2012,1143,1276,24,23
290,2012_1143_1277,0.5,2012,1143,1277,24,27
291,2012_1143_1281,0.5,2012,1143,1281,24,30
292,2012_1143_1285,0.5,2012,1143,1285,24,23
293,2012_1143_1290,0.5,2012,1143,1290,24,21
294,2012_1143_1293,0.5,2012,1143,1293,24,27
295,2012_1143_1301,0.5,2012,1143,1301,24,22
296,2012_1143_1307,0.5,2012,1143,1307,24,26
297,2012_1143_1308,0.5,2012,1143,1308,24,24
298,2012_1143_1313,0.5,2012,1143,1313,24,24
299,2012_1143_1314,0.5,2012,1143,1314,24,29
300,2012_1143_1323,0.5,2012,1143,1323,24,22
301,2012_1143_1325,0.5,2012,1143,1325,24,26
302,2012_1143_1326,0.5,2012,1143,1326,24,27
303,2012_1143_1345,0.5,2012,1143,1345,24,21
304,2012_1143_1355,0.5,2012,1143,1355,24,25
305,2012_1143_1361,0.5,2012,1143,1361,24,24
306,2012_1143_1378,0.5,2012,1143,1378,24,19
307,2012_1143_1379,0.5,2012,1143,1379,24,23
308,2012_1143_1382,0.5,2012,1143,1382,24,20
309,2012_1143_1387,0.5,2012,1143,1387,24,24
310,2012_1143_1388,0.5,2012,1143,1388,24,25
311,2012_1143_1393,0.5,2012,1143,1393,24,31
312,2012_1143_1396,0.5,2012,1143,1396,24,24
313,2012_1143_1400,0.5,2012,1143,1400,24,20
314,2012_1143_1421,0.5,2012,1143,1421,24,21
315,2012_1143_1424,0.5,2012,1143,1424,24,24
316,2012_1143_1433,0.5,2012,1143,1433,24,28
317,2012_1143_1435,0.5,2012,1143,1435,24,24
318,2012_1143_1436,0.5,2012,1143,1436,24,23
319,2012_1143_1438,0.5,2012,1143,1438,24,22
320,2012_1143_1443,0.5,2012,1143,1443,24,15
321,2012_1143_1452,0.5,2012,1143,1452,24,19
322,2012_1143_1455,0.5,2012,1143,1455,24,26
323,2012_1143_1458,0.5,2012,1143,1458,24,24
324,2012_1143_1462,0.5,2012,1143,1462,24,21
325,2012_1153_1160,0.5,2012,1153,1160,24,21
326,2012_1153_1161,0.5,2012,1153,1161,24,20
327,2012_1153_1163,0.5,2012,1153,1163,24,20
328,2012_1153_1166,0.5,2012,1153,1166,24,28
329,2012_1153_1172,0.5,2012,1153,1172,24,24
330,2012_1153_1178,0.5,2012,1153,1178,24,20
331,2012_1153_1181,0.5,2012,1153,1181,24,27
332,2012_1153_1196,0.5,2012,1153,1196,24,23
333,2012_1153_1199,0.5,2012,1153,1199,24,24
334,2012_1153_1207,0.5,2012,1153,1207,24,22
335,2012_1153_1211,0.5,2012,1153,1211,24,25
336,2012_1153_1217,0.5,2012,1153,1217,24,25
337,2012_1153_1231,0.5,2012,1153,1231,24,25
338,2012_1153_1233,0.5,2012,1153,1233,24,25
339,2012_1153_1235,0.5,2012,1153,1235,24,22
340,2012_1153_1242,0.5,2012,1153,1242,24,27
341,2012_1153_1243,0.5,2012,1153,1243,24,21
342,2012_1153_1246,0.5,2012,1153,1246,24,32
343,2012_1153_1249,0.5,2012,1153,1249,24,21
344,2012_1153_1250,0.5,2012,1153,1250,24,25
345,2012_1153_1253,0.5,2012,1153,1253,24,23
346,2012_1153_1254,0.5,2012,1153,1254,24,25
347,2012_1153_1257,0.5,2012,1153,1257,24,26
348,2012_1153_1259,0.5,2012,1153,1259,24,24
349,2012_1153_1266,0.5,2012,1153,1266,24,25
350,2012_1153_1272,0.5,2012,1153,1272,24,26
351,2012_1153_1276,0.5,2012,1153,1276,24,23
352,2012_1153_1277,0.5,2012,1153,1277,24,27
353,2012_1153_1281,0.5,2012,1153,1281,24,30
354,2012_1153_1285,0.5,2012,1153,1285,24,23
355,2012_1153_1290,0.5,2012,1153,1290,24,21
356,2012_1153_1293,0.5,2012,1153,1293,24,27
357,2012_1153_1301,0.5,2012,1153,1301,24,22
358,2012_1153_1307,0.5,2012,1153,1307,24,26
359,2012_1153_1308,0.5,2012,1153,1308,24,24
360,2012_1153_1313,0.5,2012,1153,1313,24,24
361,2012_1153_1314,0.5,2012,1153,1314,24,29
362,2012_1153_1323,0.5,2012,1153,1323,24,22
363,2012_1153_1325,0.5,2012,1153,1325,24,26
364,2012_1153_1326,0.5,2012,1153,1326,24,27
365,2012_1153_1345,0.5,2012,1153,1345,24,21
366,2012_1153_1355,0.5,2012,1153,1355,24,25
367,2012_1153_1361,0.5,2012,1153,1361,24,24
368,2012_1153_1378,0.5,2012,1153,1378,24,19
369,2012_1153_1379,0.5,2012,1153,1379,24,23
370,2012_1153_1382,0.5,2012,1153,1382,24,20
371,2012_1153_1387,0.5,2012,1153,1387,24,24
372,2012_1153_1388,0.5,2012,1153,1388,24,25
373,2012_1153_1393,0.5,2012,1153,1393,24,31
374,2012_1153_1396,0.5,2012,1153,1396,24,24
375,2012_1153_1400,0.5,2012,1153,1400,24,20
376,2012_1153_1421,0.5,2012,1153,1421,24,21
377,2012_1153_1424,0.5,2012,1153,1424,24,24
378,2012_1153_1433,0.5,2012,1153,1433,24,28
379,2012_1153_1435,0.5,2012,1153,1435,24,24
380,2012_1153_1436,0.5,2012,1153,1436,24,23
381,2012_1153_1438,0.5,2012,1153,1438,24,22
382,2012_1153_1443,0.5,2012,1153,1443,24,15
383,2012_1153_1452,0.5,2012,1153,1452,24,19
384,2012_1153_1455,0.5,2012,1153,1455,24,26
385,2012_1153_1458,0.5,2012,1153,1458,24,24
386,2012_1153_1462,0.5,2012,1153,1462,24,21
387,2012_1160_1161,0.5,2012,1160,1161,21,20
388,2012_1160_1163,0.5,2012,1160,1163,21,20
389,2012_1160_1166,0.5,2012,1160,1166,21,28
390,2012_1160_1172,0.5,2012,1160,1172,21,24
391,2012_1160_1178,0.5,2012,1160,1178,21,20
392,2012_1160_1181,0.5,2012,1160,1181,21,27
393,2012_1160_1196,0.5,2012,1160,1196,21,23
394,2012_1160_1199,0.5,2012,1160,1199,21,24
395,2012_1160_1207,0.5,2012,1160,1207,21,22
396,2012_1160_1211,0.5,2012,1160,1211,21,25
397,2012_1160_1217,0.5,2012,1160,1217,21,25
398,2012_1160_1231,0.5,2012,1160,1231,21,25
399,2012_1160_1233,0.5,2012,1160,1233,21,25
400,2012_1160_1235,0.5,2012,1160,1235,21,22
401,2012_1160_1242,0.5,2012,1160,1242,21,27
402,2012_1160_1243,0.5,2012,1160,1243,21,21
403,2012_1160_1246,0.5,2012,1160,1246,21,32
404,2012_1160_1249,0.5,2012,1160,1249,21,21
405,2012_1160_1250,0.5,2012,1160,1250,21,25
406,2012_1160_1253,0.5,2012,1160,1253,21,23
407,2012_1160_1254,0.5,2012,1160,1254,21,25
408,2012_1160_1257,0.5,2012,1160,1257,21,26
409,2012_1160_1259,0.5,2012,1160,1259,21,24
410,2012_1160_1266,0.5,2012,1160,1266,21,25
411,2012_1160_1272,0.5,2012,1160,1272,21,26
412,2012_1160_1276,0.5,2012,1160,1276,21,23
413,2012_1160_1277,0.5,2012,1160,1277,21,27
414,2012_1160_1281,0.5,2012,1160,1281,21,30
415,2012_1160_1285,0.5,2012,1160,1285,21,23
416,2012_1160_1290,0.5,2012,1160,1290,21,21
417,2012_1160_1293,0.5,2012,1160,1293,21,27
418,2012_1160_1301,0.5,2012,1160,1301,21,22
419,2012_1160_1307,0.5,2012,1160,1307,21,26
420,2012_1160_1308,0.5,2012,1160,1308,21,24
421,2012_1160_1313,0.5,2012,1160,1313,21,24
422,2012_1160_1314,0.5,2012,1160,1314,21,29
423,2012_1160_1323,0.5,2012,1160,1323,21,22
424,2012_1160_1325,0.5,2012,1160,1325,21,26
425,2012_1160_1326,0.5,2012,1160,1326,21,27
426,2012_1160_1345,0.5,2012,1160,1345,21,21
427,2012_1160_1355,0.5,2012,1160,1355,21,25
428,2012_1160_1361,0.5,2012,1160,1361,21,24
429,2012_1160_1378,0.5,2012,1160,1378,21,19
430,2012_1160_1379,0.5,2012,1160,1379,21,23
431,2012_1160_1382,0.5,2012,1160,1382,21,20
432,2012_1160_1387,0.5,2012,1160,1387,21,24
433,2012_1160_1388,0.5,2012,1160,1388,21,25
434,2012_1160_1393,0.5,2012,1160,1393,21,31
435,2012_1160_1396,0.5,2012,1160,1396,21,24
436,2012_1160_1400,0.5,2012,1160,1400,21,20
437,2012_1160_1421,0.5,2012,1160,1421,21,21
438,2012_1160_1424,0.5,2012,1160,1424,21,24
439,2012_1160_1433,0.5,2012,1160,1433,21,28
440,2012_1160_1435,0.5,2012,1160,1435,21,24
441,2012_1160_1436,0.5,2012,1160,1436,21,23
442,2012_1160_1438,0.5,2012,1160,1438,21,22
443,2012_1160_1443,0.5,2012,1160,1443,21,15
444,2012_1160_1452,0.5,2012,1160,1452,21,19
445,2012_1160_1455,0.5,2012,1160,1455,21,26
446,2012_1160_1458,0.5,2012,1160,1458,21,24
447,2012_1160_1462,0.5,2012,1160,1462,21,21
448,2012_1161_1163,0.5,2012,1161,1163,20,20
449,2012_1161_1166,0.5,2012,1161,1166,20,28
450,2012_1161_1172,0.5,2012,1161,1172,20,24
451,2012_1161_1178,0.5,2012,1161,1178,20,20
452,2012_1161_1181,0.5,2012,1161,1181,20,27
453,2012_1161_1196,0.5,2012,1161,1196,20,23
454,2012_1161_1199,0.5,2012,1161,1199,20,24
455,2012_1161_1207,0.5,2012,1161,1207,20,22
456,2012_1161_1211,0.5,2012,1161,1211,20,25
457,2012_1161_1217,0.5,2012,1161,1217,20,25
458,2012_1161_1231,0.5,2012,1161,1231,20,25
459,2012_1161_1233,0.5,2012,1161,1233,20,25
460,2012_1161_1235,0.5,2012,1161,1235,20,22
461,2012_1161_1242,0.5,2012,1161,1242,20,27
462,2012_1161_1243,0.5,2012,1161,1243,20,21
463,2012_1161_1246,0.5,2012,1161,1246,20,32
464,2012_1161_1249,0.5,2012,1161,1249,20,21
465,2012_1161_1250,0.5,2012,1161,1250,20,25
466,2012_1161_1253,0.5,2012,1161,1253,20,23
467,2012_1161_1254,0.5,2012,1161,1254,20,25
468,2012_1161_1257,0.5,2012,1161,1257,20,26
469,2012_1161_1259,0.5,2012,1161,1259,20,24
470,2012_1161_1266,0.5,2012,1161,1266,20,25
471,2012_1161_1272,0.5,2012,1161,1272,20,26
472,2012_1161_1276,0.5,2012,1161,1276,20,23
473,2012_1161_1277,0.5,2012,1161,1277,20,27
474,2012_1161_1281,0.5,2012,1161,1281,20,30
475,2012_1161_1285,0.5,2012,1161,1285,20,23
476,2012_1161_1290,0.5,2012,1161,1290,20,21
477,2012_1161_1293,0.5,2012,1161,1293,20,27
478,2012_1161_1301,0.5,2012,1161,1301,20,22
479,2012_1161_1307,0.5,2012,1161,1307,20,26
480,2012_1161_1308,0.5,2012,1161,1308,20,24
481,2012_1161_1313,0.5,2012,1161,1313,20,24
482,2012_1161_1314,0.5,2012,1161,1314,20,29
483,2012_1161_1323,0.5,2012,1161,1323,20,22
484,2012_1161_1325,0.5,2012,1161,1325,20,26
485,2012_1161_1326,0.5,2012,1161,1326,20,27
486,2012_1161_1345,0.5,2012,1161,1345,20,21
487,2012_1161_1355,0.5,2012,1161,1355,20,25
488,2012_1161_1361,0.5,2012,1161,1361,20,24
489,2012_1161_1378,0.5,2012,1161,1378,20,19
490,2012_1161_1379,0.5,2012,1161,1379,20,23
491,2012_1161_1382,0.5,2012,1161,1382,20,20
492,2012_1161_1387,0.5,2012,1161,1387,20,24
493,2012_1161_1388,0.5,2012,1161,1388,20,25
494,2012_1161_1393,0.5,2012,1161,1393,20,31
495,2012_1161_1396,0.5,2012,1161,1396,20,24
496,2012_1161_1400,0.5,2012,1161,1400,20,20
497,2012_1161_1421,0.5,2012,1161,1421,20,21
